,train_time,merge_time,size_param,precision,trial,space,n,q,quantile_estimate,bound_size,sketch,dataset,query_time
91,2130006971,3923383,3.0,64,4,72,100013,0.35,0.598643,0.0,cmoments,/lfs/1/egan1/datasets/internet-mi-2013-11.csv,3693026
92,2130006971,3923383,3.0,64,4,72,100013,0.4,0.9990700000000001,0.0,cmoments,/lfs/1/egan1/datasets/internet-mi-2013-11.csv,3693026
93,2130006971,3923383,3.0,64,4,72,100013,0.45,1.6181969999999999,0.0,cmoments,/lfs/1/egan1/datasets/internet-mi-2013-11.csv,3693026
94,2130006971,3923383,3.0,64,4,72,100013,0.5,2.564409,0.0,cmoments,/lfs/1/egan1/datasets/internet-mi-2013-11.csv,3693026
95,2130006971,3923383,3.0,64,4,72,100013,0.55,4.001621,0.0,cmoments,/lfs/1/egan1/datasets/internet-mi-2013-11.csv,3693026
96,2130006971,3923383,3.0,64,4,72,100013,0.6,6.181961,0.0,cmoments,/lfs/1/egan1/datasets/internet-mi-2013-11.csv,3693026
97,2130006971,3923383,3.0,64,4,72,100013,0.65,9.502913000000001,0.0,cmoments,/lfs/1/egan1/datasets/internet-mi-2013-11.csv,3693026
98,2130006971,3923383,3.0,64,4,72,100013,0.7,14.612654999999998,0.0,cmoments,/lfs/1/egan1/datasets/internet-mi-2013-11.csv,3693026
99,2130006971,3923383,3.0,64,4,72,100013,0.75,22.619888,0.0,cmoments,/lfs/1/egan1/datasets/internet-mi-2013-11.csv,3693026
100,2130006971,3923383,3.0,64,4,72,100013,0.8,35.557358,0.0,cmoments,/lfs/1/egan1/datasets/internet-mi-2013-11.csv,3693026
101,2130006971,3923383,3.0,64,4,72,100013,0.85,57.571020999999995,0.0,cmoments,/lfs/1/egan1/datasets/internet-mi-2013-11.csv,3693026
102,2130006971,3923383,3.0,64,4,72,100013,0.9,98.773999,0.0,cmoments,/lfs/1/egan1/datasets/internet-mi-2013-11.csv,3693026
103,2130006971,3923383,3.0,64,4,72,100013,0.95,194.532509,0.0,cmoments,/lfs/1/egan1/datasets/internet-mi-2013-11.csv,3693026
104,2130006971,3923383,3.0,64,4,72,100013,0.99,511.155888,0.0,cmoments,/lfs/1/egan1/datasets/internet-mi-2013-11.csv,3693026
105,2529229899,3370455,7.0,64,0,136,100013,0.01,0.001047,0.0,cmoments,/lfs/1/egan1/datasets/internet-mi-2013-11.csv,3038000
106,2529229899,3370455,7.0,64,0,136,100013,0.05,0.006351,0.0,cmoments,/lfs/1/egan1/datasets/internet-mi-2013-11.csv,3038000
107,2529229899,3370455,7.0,64,0,136,100013,0.1,0.015603,0.0,cmoments,/lfs/1/egan1/datasets/internet-mi-2013-11.csv,3038000
108,2529229899,3370455,7.0,64,0,136,100013,0.15,0.029651999999999998,0.0,cmoments,/lfs/1/egan1/datasets/internet-mi-2013-11.csv,3038000
109,2529229899,3370455,7.0,64,0,136,100013,0.2,0.051775,0.0,cmoments,/lfs/1/egan1/datasets/internet-mi-2013-11.csv,3038000
110,2529229899,3370455,7.0,64,0,136,100013,0.25,0.088304,0.0,cmoments,/lfs/1/egan1/datasets/internet-mi-2013-11.csv,3038000
111,2529229899,3370455,7.0,64,0,136,100013,0.3,0.152559,0.0,cmoments,/lfs/1/egan1/datasets/internet-mi-2013-11.csv,3038000
112,2529229899,3370455,7.0,64,0,136,100013,0.35,0.275146,0.0,cmoments,/lfs/1/egan1/datasets/internet-mi-2013-11.csv,3038000
113,2529229899,3370455,7.0,64,0,136,100013,0.4,0.532083,0.0,cmoments,/lfs/1/egan1/datasets/internet-mi-2013-11.csv,3038000
114,2529229899,3370455,7.0,64,0,136,100013,0.45,1.1153620000000002,0.0,cmoments,/lfs/1/egan1/datasets/internet-mi-2013-11.csv,3038000
115,2529229899,3370455,7.0,64,0,136,100013,0.5,2.442694,0.0,cmoments,/lfs/1/egan1/datasets/internet-mi-2013-11.csv,3038000
116,2529229899,3370455,7.0,64,0,136,100013,0.55,5.115392,0.0,cmoments,/lfs/1/egan1/datasets/internet-mi-2013-11.csv,3038000
117,2529229899,3370455,7.0,64,0,136,100013,0.6,9.586948,0.0,cmoments,/lfs/1/egan1/datasets/internet-mi-2013-11.csv,3038000
118,2529229899,3370455,7.0,64,0,136,100013,0.65,16.050886,0.0,cmoments,/lfs/1/egan1/datasets/internet-mi-2013-11.csv,3038000
119,2529229899,3370455,7.0,64,0,136,100013,0.7,24.7051,0.0,cmoments,/lfs/1/egan1/datasets/internet-mi-2013-11.csv,3038000
120,2529229899,3370455,7.0,64,0,136,100013,0.75,36.016725,0.0,cmoments,/lfs/1/egan1/datasets/internet-mi-2013-11.csv,3038000
121,2529229899,3370455,7.0,64,0,136,100013,0.8,50.985301,0.0,cmoments,/lfs/1/egan1/datasets/internet-mi-2013-11.csv,3038000
122,2529229899,3370455,7.0,64,0,136,100013,0.85,71.724111,0.0,cmoments,/lfs/1/egan1/datasets/internet-mi-2013-11.csv,3038000
123,2529229899,3370455,7.0,64,0,136,100013,0.9,103.368544,0.0,cmoments,/lfs/1/egan1/datasets/internet-mi-2013-11.csv,3038000
124,2529229899,3370455,7.0,64,0,136,100013,0.95,163.805678,0.0,cmoments,/lfs/1/egan1/datasets/internet-mi-2013-11.csv,3038000
125,2529229899,3370455,7.0,64,0,136,100013,0.99,340.136638,0.0,cmoments,/lfs/1/egan1/datasets/internet-mi-2013-11.csv,3038000
126,2468660666,4385438,7.0,64,1,136,100013,0.01,0.001047,0.0,cmoments,/lfs/1/egan1/datasets/internet-mi-2013-11.csv,5218727
127,2468660666,4385438,7.0,64,1,136,100013,0.05,0.006351,0.0,cmoments,/lfs/1/egan1/datasets/internet-mi-2013-11.csv,5218727
128,2468660666,4385438,7.0,64,1,136,100013,0.1,0.015603,0.0,cmoments,/lfs/1/egan1/datasets/internet-mi-2013-11.csv,5218727
129,2468660666,4385438,7.0,64,1,136,100013,0.15,0.029651999999999998,0.0,cmoments,/lfs/1/egan1/datasets/internet-mi-2013-11.csv,5218727
130,2468660666,4385438,7.0,64,1,136,100013,0.2,0.051775,0.0,cmoments,/lfs/1/egan1/datasets/internet-mi-2013-11.csv,5218727
131,2468660666,4385438,7.0,64,1,136,100013,0.25,0.088304,0.0,cmoments,/lfs/1/egan1/datasets/internet-mi-2013-11.csv,5218727
132,2468660666,4385438,7.0,64,1,136,100013,0.3,0.152559,0.0,cmoments,/lfs/1/egan1/datasets/internet-mi-2013-11.csv,5218727
133,2468660666,4385438,7.0,64,1,136,100013,0.35,0.275146,0.0,cmoments,/lfs/1/egan1/datasets/internet-mi-2013-11.csv,5218727
134,2468660666,4385438,7.0,64,1,136,100013,0.4,0.532083,0.0,cmoments,/lfs/1/egan1/datasets/internet-mi-2013-11.csv,5218727
135,2468660666,4385438,7.0,64,1,136,100013,0.45,1.1153620000000002,0.0,cmoments,/lfs/1/egan1/datasets/internet-mi-2013-11.csv,5218727
136,2468660666,4385438,7.0,64,1,136,100013,0.5,2.442694,0.0,cmoments,/lfs/1/egan1/datasets/internet-mi-2013-11.csv,5218727
137,2468660666,4385438,7.0,64,1,136,100013,0.55,5.115392,0.0,cmoments,/lfs/1/egan1/datasets/internet-mi-2013-11.csv,5218727
138,2468660666,4385438,7.0,64,1,136,100013,0.6,9.586948,0.0,cmoments,/lfs/1/egan1/datasets/internet-mi-2013-11.csv,5218727
139,2468660666,4385438,7.0,64,1,136,100013,0.65,16.050886,0.0,cmoments,/lfs/1/egan1/datasets/internet-mi-2013-11.csv,5218727
140,2468660666,4385438,7.0,64,1,136,100013,0.7,24.7051,0.0,cmoments,/lfs/1/egan1/datasets/internet-mi-2013-11.csv,5218727
141,2468660666,4385438,7.0,64,1,136,100013,0.75,36.016725,0.0,cmoments,/lfs/1/egan1/datasets/internet-mi-2013-11.csv,5218727
142,2468660666,4385438,7.0,64,1,136,100013,0.8,50.985301,0.0,cmoments,/lfs/1/egan1/datasets/internet-mi-2013-11.csv,5218727
143,2468660666,4385438,7.0,64,1,136,100013,0.85,71.724111,0.0,cmoments,/lfs/1/egan1/datasets/internet-mi-2013-11.csv,5218727
144,2468660666,4385438,7.0,64,1,136,100013,0.9,103.368544,0.0,cmoments,/lfs/1/egan1/datasets/internet-mi-2013-11.csv,5218727
145,2468660666,4385438,7.0,64,1,136,100013,0.95,163.805678,0.0,cmoments,/lfs/1/egan1/datasets/internet-mi-2013-11.csv,5218727
146,2468660666,4385438,7.0,64,1,136,100013,0.99,340.136638,0.0,cmoments,/lfs/1/egan1/datasets/internet-mi-2013-11.csv,5218727
147,2478197886,4444826,7.0,64,2,136,100013,0.01,0.001047,0.0,cmoments,/lfs/1/egan1/datasets/internet-mi-2013-11.csv,2826124
148,2478197886,4444826,7.0,64,2,136,100013,0.05,0.006351,0.0,cmoments,/lfs/1/egan1/datasets/internet-mi-2013-11.csv,2826124
149,2478197886,4444826,7.0,64,2,136,100013,0.1,0.015603,0.0,cmoments,/lfs/1/egan1/datasets/internet-mi-2013-11.csv,2826124
150,2478197886,4444826,7.0,64,2,136,100013,0.15,0.029651999999999998,0.0,cmoments,/lfs/1/egan1/datasets/internet-mi-2013-11.csv,2826124
151,2478197886,4444826,7.0,64,2,136,100013,0.2,0.051775,0.0,cmoments,/lfs/1/egan1/datasets/internet-mi-2013-11.csv,2826124
152,2478197886,4444826,7.0,64,2,136,100013,0.25,0.088304,0.0,cmoments,/lfs/1/egan1/datasets/internet-mi-2013-11.csv,2826124
153,2478197886,4444826,7.0,64,2,136,100013,0.3,0.152559,0.0,cmoments,/lfs/1/egan1/datasets/internet-mi-2013-11.csv,2826124
154,2478197886,4444826,7.0,64,2,136,100013,0.35,0.275146,0.0,cmoments,/lfs/1/egan1/datasets/internet-mi-2013-11.csv,2826124
155,2478197886,4444826,7.0,64,2,136,100013,0.4,0.532083,0.0,cmoments,/lfs/1/egan1/datasets/internet-mi-2013-11.csv,2826124
156,2478197886,4444826,7.0,64,2,136,100013,0.45,1.1153620000000002,0.0,cmoments,/lfs/1/egan1/datasets/internet-mi-2013-11.csv,2826124
